gene_id,gene_symbol,description,gene_type,transcript_accession,protein_accession
107287382,ALCAM,activated leukocyte cell adhesion molecule,PROTEIN_CODING,XM_015815890.1,XP_015671376.1
107287382,ALCAM,activated leukocyte cell adhesion molecule,PROTEIN_CODING,XM_015815892.1,XP_015671378.1
107287394,PTP4A1,protein tyrosine phosphatase 4A1,PROTEIN_CODING,XM_015815906.1,XP_015671392.1
107287394,PTP4A1,protein tyrosine phosphatase 4A1,PROTEIN_CODING,XM_015815905.1,XP_015671391.1
107287400,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PROTEIN_CODING,XM_015815912.2,XP_015671398.2
107287400,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PROTEIN_CODING,XM_015815913.2,XP_015671399.2
107287445,RCC1,regulator of chromosome condensation 1,PROTEIN_CODING,XM_015815964.1,XP_015671450.1
107287467,NME7,NME/NM23 family member 7,PROTEIN_CODING,XM_015815990.1,XP_015671476.1
107287469,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,PROTEIN_CODING,XM_015815988.2,XP_015671474.1
107287470,GPATCH11,G-patch domain containing 11,PROTEIN_CODING,XM_015815991.1,XP_015671477.1
107287470,GPATCH11,G-patch domain containing 11,PROTEIN_CODING,XM_015815989.1,XP_015671475.1
107287472,FEZ2,fasciculation and elongation protein zeta 2,PROTEIN_CODING,XM_015815993.1,XP_015671479.1
107287486,PPFIA1,PTPRF interacting protein alpha 1,PROTEIN_CODING,XM_015816006.1,XP_015671492.1
107287486,PPFIA1,PTPRF interacting protein alpha 1,PROTEIN_CODING,XM_015816007.1,XP_015671493.1
107287487,DPT,dermatopontin,PROTEIN_CODING,XM_015816012.1,XP_015671498.1
107287488,CTTN,cortactin,PROTEIN_CODING,XM_015816009.1,XP_015671495.1
107287488,CTTN,cortactin,PROTEIN_CODING,XM_015816008.1,XP_015671494.1
107287492,LOC107287492,CD59 glycoprotein-like,PROTEIN_CODING,XR_001548870.1,
107287492,LOC107287492,CD59 glycoprotein-like,PROTEIN_CODING,XR_001548869.1,
107287492,LOC107287492,CD59 glycoprotein-like,PROTEIN_CODING,XM_015816014.1,XP_015671500.1
107287509,TIPRL,TOR signaling pathway regulator,PROTEIN_CODING,XM_015816030.1,XP_015671516.1
107287518,LOC107287518,uncharacterized LOC107287518,PROTEIN_CODING,XM_015816037.1,XP_015671523.1
107287518,LOC107287518,uncharacterized LOC107287518,PROTEIN_CODING,XM_015816036.1,XP_015671522.1
107287540,AURKAIP1,aurora kinase A interacting protein 1,PROTEIN_CODING,XM_015816061.1,XP_015671547.1
107287540,AURKAIP1,aurora kinase A interacting protein 1,PROTEIN_CODING,XM_015816062.1,XP_015671548.1
107287558,LOC107287558,snake venom serine protease pictobin-like,PROTEIN_CODING,XM_015816079.1,XP_015671565.1
107287608,LOC107287608,heterogeneous nuclear ribonucleoproteins C1/C2,PROTEIN_CODING,XM_015816165.1,XP_015671651.1
107287608,LOC107287608,heterogeneous nuclear ribonucleoproteins C1/C2,PROTEIN_CODING,XM_015816465.1,XP_015671951.1
107287608,LOC107287608,heterogeneous nuclear ribonucleoproteins C1/C2,PROTEIN_CODING,XM_015816390.1,XP_015671876.1
107287608,LOC107287608,heterogeneous nuclear ribonucleoproteins C1/C2,PROTEIN_CODING,XM_015816313.1,XP_015671799.1
107287608,LOC107287608,heterogeneous nuclear ribonucleoproteins C1/C2,PROTEIN_CODING,XM_015816238.1,XP_015671724.1
107287620,COCH,cochlin,PROTEIN_CODING,XM_015816142.1,XP_015671628.1
107287621,STRN3,striatin 3,PROTEIN_CODING,XM_029284172.1,XP_029140005.1
107287621,STRN3,striatin 3,PROTEIN_CODING,XM_015816144.1,XP_015671630.1
107287621,STRN3,striatin 3,PROTEIN_CODING,XM_015816143.2,XP_015671629.2
107287622,AP4S1,adaptor related protein complex 4 subunit sigma 1,PROTEIN_CODING,XM_015816145.1,XP_015671631.1
107287622,AP4S1,adaptor related protein complex 4 subunit sigma 1,PROTEIN_CODING,XM_015816146.1,XP_015671632.1
107287631,ITGB1BP1,integrin subunit beta 1 binding protein 1,PROTEIN_CODING,XM_029284175.1,XP_029140008.1
107287631,ITGB1BP1,integrin subunit beta 1 binding protein 1,PROTEIN_CODING,XM_015816155.1,XP_015671641.1
107287656,SPART,spartin,PROTEIN_CODING,XM_015816183.1,XP_015671669.1
107287665,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1,PROTEIN_CODING,XM_029284182.1,XP_029140015.1
107287679,ACTR8,actin related protein 8,PROTEIN_CODING,XM_015816207.1,XP_015671693.1
107287685,FGF7,fibroblast growth factor 7,PROTEIN_CODING,XM_015816216.1,XP_015671702.1
107287685,FGF7,fibroblast growth factor 7,PROTEIN_CODING,XM_015816215.1,XP_015671701.1
107287685,FGF7,fibroblast growth factor 7,PROTEIN_CODING,XM_015816217.1,XP_015671703.1
107287703,PTPRK,protein tyrosine phosphatase receptor type K,PROTEIN_CODING,XM_029284189.1,XP_029140022.1
107287716,RPL3L,ribosomal protein L3 like,PROTEIN_CODING,XM_015816249.1,XP_015671735.1
107287723,PARL,presenilin associated rhomboid like,PROTEIN_CODING,XM_015816256.1,XP_015671742.1
107287723,PARL,presenilin associated rhomboid like,PROTEIN_CODING,XM_015816257.1,XP_015671743.1
107287733,SLC25A28,solute carrier family 25 member 28,PROTEIN_CODING,XM_015816268.1,XP_015671754.1
107287758,WDR61,WD repeat domain 61,PROTEIN_CODING,XM_015816297.2,XP_015671783.1
107287758,WDR61,WD repeat domain 61,PROTEIN_CODING,XM_015816314.2,XP_015671800.1
107287758,WDR61,WD repeat domain 61,PROTEIN_CODING,XM_015816305.1,XP_015671791.1
107287758,WDR61,WD repeat domain 61,PROTEIN_CODING,XM_015816323.1,XP_015671809.1
107287771,MRPL44,mitochondrial ribosomal protein L44,PROTEIN_CODING,XM_015816311.1,XP_015671797.1
107287787,DENND6A,DENN domain containing 6A,PROTEIN_CODING,XM_015816335.1,XP_015671821.1
107287788,LOC107287788,protein ATP6V1FNB,PROTEIN_CODING,XM_015816336.1,XP_015671822.1
107287791,TMEM9,transmembrane protein 9,PROTEIN_CODING,XM_015816339.1,XP_015671825.1
107287791,TMEM9,transmembrane protein 9,PROTEIN_CODING,XM_015816340.1,XP_015671826.1
107287814,TOMM34,translocase of outer mitochondrial membrane 34,PROTEIN_CODING,XM_015816361.1,XP_015671847.1
107287834,LOC107287834,16 kDa beta-galactoside-binding lectin,PROTEIN_CODING,XM_015816384.1,XP_015671870.1
107287854,MCFD2,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",PROTEIN_CODING,XM_015816407.1,XP_015671893.1
107287854,MCFD2,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",PROTEIN_CODING,XM_015816406.1,XP_015671892.1
107287854,MCFD2,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",PROTEIN_CODING,XM_015816405.1,XP_015671891.1
107287868,ACAD9,acyl-CoA dehydrogenase family member 9,PROTEIN_CODING,XM_015816422.1,XP_015671908.1
107287870,CMYA5,cardiomyopathy associated 5,PROTEIN_CODING,XM_015816424.1,XP_015671910.1
107287872,HOMER1,homer scaffold protein 1,PROTEIN_CODING,XM_015816427.1,XP_015671913.1
107287880,TES,testin LIM domain protein,PROTEIN_CODING,XM_015816435.1,XP_015671921.1
107287882,CAV1,caveolin 1,PROTEIN_CODING,XM_015816439.1,XP_015671925.1
107287882,CAV1,caveolin 1,PROTEIN_CODING,XM_015816437.1,XP_015671923.1
107287882,CAV1,caveolin 1,PROTEIN_CODING,XM_015816438.1,XP_015671924.1
107287896,LOC107287896,dual specificity protein phosphatase 13,PROTEIN_CODING,XM_015816452.1,XP_015671938.1
107287897,LOC107287897,dual specificity phosphatase DUPD1,PROTEIN_CODING,XM_015816453.1,XP_015671939.1
107287913,CFAP97D2,CFAP97 domain containing 2,PROTEIN_CODING,XM_015816471.1,XP_015671957.1
107287913,CFAP97D2,CFAP97 domain containing 2,PROTEIN_CODING,XM_015816472.1,XP_015671958.1
107287917,LOC107287917,F-box only protein 36,PROTEIN_CODING,XM_015816476.1,XP_015671962.1
107287917,LOC107287917,F-box only protein 36,PROTEIN_CODING,XM_015816475.1,XP_015671961.1
107287941,MEMO1,mediator of cell motility 1,PROTEIN_CODING,XM_015816506.1,XP_015671992.1
107287946,VDAC3,voltage dependent anion channel 3,PROTEIN_CODING,XM_015816510.1,XP_015671996.1
107287946,VDAC3,voltage dependent anion channel 3,PROTEIN_CODING,XM_015816513.1,XP_015671999.1
107287946,VDAC3,voltage dependent anion channel 3,PROTEIN_CODING,XM_015816512.1,XP_015671998.1
107287978,CBR4,carbonyl reductase 4,PROTEIN_CODING,XM_015816546.1,XP_015672032.1
107287978,CBR4,carbonyl reductase 4,PROTEIN_CODING,XM_015816547.1,XP_015672033.1
107287978,CBR4,carbonyl reductase 4,PROTEIN_CODING,XM_015816548.2,XP_015672034.1
107287980,PALLD,"palladin, cytoskeletal associated protein",PROTEIN_CODING,XM_015816551.1,XP_015672037.1
107287980,PALLD,"palladin, cytoskeletal associated protein",PROTEIN_CODING,XM_029284252.1,XP_029140085.1
107287980,PALLD,"palladin, cytoskeletal associated protein",PROTEIN_CODING,XM_029284253.1,XP_029140086.1
107288039,STXBP6,syntaxin binding protein 6,PROTEIN_CODING,XM_015816616.1,XP_015672102.1
107288061,TSEN15,tRNA splicing endonuclease subunit 15,PROTEIN_CODING,XM_015816637.1,XP_015672123.1
107288069,BABAM2,BRISC and BRCA1 A complex member 2,PROTEIN_CODING,XM_015816645.1,XP_015672131.1
107288082,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,PROTEIN_CODING,XM_015816657.1,XP_015672143.1
107288082,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,PROTEIN_CODING,XM_015816659.1,XP_015672145.1
107288082,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,PROTEIN_CODING,XM_029284264.1,XP_029140097.1
107288082,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,PROTEIN_CODING,XM_015816658.1,XP_015672144.1
107288082,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,PROTEIN_CODING,XM_015816660.1,XP_015672146.1
107288105,GREM2,"gremlin 2, DAN family BMP antagonist",PROTEIN_CODING,XM_015816685.1,XP_015672171.1
107288105,GREM2,"gremlin 2, DAN family BMP antagonist",PROTEIN_CODING,XM_015816686.1,XP_015672172.1
107288114,CUNH9orf85,chromosome unknown C9orf85 homolog,PROTEIN_CODING,XM_015816700.1,XP_015672186.1
107288115,LOC107288115,tubulin alpha-1D chain,PROTEIN_CODING,XM_015816698.1,XP_015672184.1
107288118,DES,desmin,PROTEIN_CODING,XM_015816702.1,XP_015672188.1
107288134,ALDH1A1,aldehyde dehydrogenase 1 family member A1,PROTEIN_CODING,XM_015816722.2,XP_015672208.1
107288147,MAB21L4,mab-21 like 4,PROTEIN_CODING,XM_015816733.1,XP_015672219.1
107288148,MTERF4,mitochondrial transcription termination factor 4,PROTEIN_CODING,XM_015816734.1,XP_015672220.1
107288167,AFG3L2,AFG3 like matrix AAA peptidase subunit 2,PROTEIN_CODING,XM_015816753.1,XP_015672239.1
107288169,PRELID3A,PRELI domain containing 3A,PROTEIN_CODING,XM_015816755.1,XP_015672241.1
107288174,PSMG2,proteasome assembly chaperone 2,PROTEIN_CODING,XM_015816759.1,XP_015672245.1
107288176,SEH1L,SEH1 like nucleoporin,PROTEIN_CODING,XM_015816761.1,XP_015672247.1
107288176,SEH1L,SEH1 like nucleoporin,PROTEIN_CODING,XM_015816762.1,XP_015672248.1
107288201,LOC107288201,interleukin-1 receptor type 1,PROTEIN_CODING,XM_015816787.2,XP_015672273.2
107288205,TMEM182,transmembrane protein 182,PROTEIN_CODING,XM_015816790.1,XP_015672276.1
107288207,LOC107288207,interleukin-1 receptor type 1,PROTEIN_CODING,XM_015816793.1,XP_015672279.1
107288217,RAD21,RAD21 cohesin complex component,PROTEIN_CODING,XM_015816802.1,XP_015672288.1
107288220,LCA5,lebercilin LCA5,PROTEIN_CODING,XM_015816807.1,XP_015672293.1
107288225,VGLL4,vestigial like family member 4,PROTEIN_CODING,XM_015816816.2,XP_015672302.2
107288226,NFIB,nuclear factor I B,PROTEIN_CODING,XM_015816817.1,XP_015672303.1
107288226,NFIB,nuclear factor I B,PROTEIN_CODING,XM_015816813.1,XP_015672299.1
107288226,NFIB,nuclear factor I B,PROTEIN_CODING,XM_015816812.1,XP_015672298.1
107288226,NFIB,nuclear factor I B,PROTEIN_CODING,XM_015816815.1,XP_015672301.1
107288226,NFIB,nuclear factor I B,PROTEIN_CODING,XM_015816814.1,XP_015672300.1
107288226,NFIB,nuclear factor I B,PROTEIN_CODING,XM_029284302.1,XP_029140135.1
107288236,PSPC1,paraspeckle component 1,PROTEIN_CODING,XR_001548896.1,
107288236,PSPC1,paraspeckle component 1,PROTEIN_CODING,XM_015816830.1,XP_015672316.1
107288244,LOC107288244,dual specificity protein phosphatase 22-A,PROTEIN_CODING,XM_015816841.1,XP_015672327.1
107288244,LOC107288244,dual specificity protein phosphatase 22-A,PROTEIN_CODING,XM_015816842.2,XP_015672328.1
107288251,TMEM181,transmembrane protein 181,PROTEIN_CODING,XM_015816849.2,XP_015672335.1
107288286,LOC107288286,serine protease inhibitor Kazal-type 12,PROTEIN_CODING,XM_029284317.1,XP_029140150.1
107288289,LOC107288289,sine oculis-binding protein homolog,PROTEIN_CODING,XM_015816887.1,XP_015672373.1
107288294,CRYBG1,crystallin beta-gamma domain containing 1,PROTEIN_CODING,XM_015816897.1,XP_015672383.1
107288311,GGPS1,geranylgeranyl diphosphate synthase 1,PROTEIN_CODING,XM_015816916.2,XP_015672402.1
107288311,GGPS1,geranylgeranyl diphosphate synthase 1,PROTEIN_CODING,XM_015816915.2,XP_015672401.1
107288312,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2",PROTEIN_CODING,XM_015816917.1,XP_015672403.1
107288318,TMPRSS2,transmembrane serine protease 2,PROTEIN_CODING,XM_015816925.1,XP_015672411.1
107288318,TMPRSS2,transmembrane serine protease 2,PROTEIN_CODING,XM_029284322.1,XP_029140155.1
107288323,LOC107288323,"carnitine O-palmitoyltransferase 1, liver isoform",PROTEIN_CODING,XM_015816931.2,XP_015672417.1
107288323,LOC107288323,"carnitine O-palmitoyltransferase 1, liver isoform",PROTEIN_CODING,XM_015816930.2,XP_015672416.1
107288323,LOC107288323,"carnitine O-palmitoyltransferase 1, liver isoform",PROTEIN_CODING,XM_015816932.2,XP_015672418.1
107288341,LRRC2,leucine rich repeat containing 2,PROTEIN_CODING,XM_015816955.2,XP_015672441.1
107288351,FHOD3,formin homology 2 domain containing 3,PROTEIN_CODING,XM_015816968.1,XP_015672454.1
107288361,LOC107288361,uncharacterized LOC107288361,ncRNA,XR_001548899.2,
107288366,OLFML3,olfactomedin like 3,PROTEIN_CODING,XM_015816978.1,XP_015672464.1
107288370,CD34,CD34 molecule,PROTEIN_CODING,XM_015816981.1,XP_015672467.1
107288371,LOC107288371,uncharacterized LOC107288371,ncRNA,XR_001548901.1,
107288376,CUNH18orf21,chromosome unknown C18orf21 homolog,PROTEIN_CODING,XM_015816988.1,XP_015672474.1
107288381,MYL9,myosin light chain 9,PROTEIN_CODING,XM_015816993.1,XP_015672479.1
107288384,TP53INP2,tumor protein p53 inducible nuclear protein 2,PROTEIN_CODING,XM_029284337.1,XP_029140170.1
107288384,TP53INP2,tumor protein p53 inducible nuclear protein 2,PROTEIN_CODING,XM_015816998.1,XP_015672484.1
107288384,TP53INP2,tumor protein p53 inducible nuclear protein 2,PROTEIN_CODING,XM_015816999.1,XP_015672485.1
107288390,EPB41L1,erythrocyte membrane protein band 4.1 like 1,PROTEIN_CODING,XM_029284338.1,XP_029140171.1
107288398,SUB1,SUB1 regulator of transcription,PROTEIN_CODING,XM_015817015.1,XP_015672501.1
107288398,SUB1,SUB1 regulator of transcription,PROTEIN_CODING,XM_015817016.1,XP_015672502.1
107288483,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1,PROTEIN_CODING,XM_015817115.1,XP_015672601.1
107288483,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1,PROTEIN_CODING,XM_015817107.1,XP_015672593.1
107288495,ZNF131,zinc finger protein 131,PROTEIN_CODING,XM_015817117.1,XP_015672603.1
107288505,PFKM,"phosphofructokinase, muscle",PROTEIN_CODING,XM_029284380.1,XP_029140213.1
107288507,PFDN5,prefoldin subunit 5,PROTEIN_CODING,XM_015817135.1,XP_015672621.1
107288508,MSTN,myostatin,PROTEIN_CODING,XM_015817139.1,XP_015672625.1
107288534,CUNH8orf89,chromosome unknown C8orf89 homolog,PROTEIN_CODING,XM_015817161.1,XP_015672647.1
107288534,CUNH8orf89,chromosome unknown C8orf89 homolog,PROTEIN_CODING,XM_015817160.1,XP_015672646.1
107288542,LOC107288542,glutathione S-transferase 3,PROTEIN_CODING,XM_015817167.1,XP_015672653.1
107288556,MFAP5,microfibril associated protein 5,PROTEIN_CODING,XM_015817186.1,XP_015672672.1
107288562,SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit",PROTEIN_CODING,XM_015817190.1,XP_015672676.1
107288562,SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit",PROTEIN_CODING,XM_015817191.1,XP_015672677.1
107288562,SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit",PROTEIN_CODING,XM_015817189.1,XP_015672675.1
107288587,MDK,midkine,PROTEIN_CODING,XM_015817219.2,XP_015672705.1
107288600,FGFR2,fibroblast growth factor receptor 2,PROTEIN_CODING,XM_029284393.1,XP_029140226.1
107288600,FGFR2,fibroblast growth factor receptor 2,PROTEIN_CODING,XM_015817237.2,XP_015672723.1
107288600,FGFR2,fibroblast growth factor receptor 2,PROTEIN_CODING,XM_015817236.2,XP_015672722.1
107288600,FGFR2,fibroblast growth factor receptor 2,PROTEIN_CODING,XM_015817235.2,XP_015672721.1
107288600,FGFR2,fibroblast growth factor receptor 2,PROTEIN_CODING,XM_015817232.2,XP_015672718.1
107288605,HTRA1,HtrA serine peptidase 1,PROTEIN_CODING,XM_015817243.1,XP_015672729.1
107288615,IGFBPL1,insulin like growth factor binding protein like 1,PROTEIN_CODING,XM_015817257.1,XP_015672743.1
107288631,TRIOBP,TRIO and F-actin binding protein,PROTEIN_CODING,XM_015817271.2,XP_015672757.1
107288636,LOC107288636,uncharacterized LOC107288636,PROTEIN_CODING,XM_015817279.1,XP_015672765.1
107288697,LOC107288697,glutathione peroxidase 1-like,PROTEIN_CODING,XM_015817337.1,XP_015672823.1
107288719,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",PROTEIN_CODING,XR_001548911.1,
107288719,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",PROTEIN_CODING,XR_001548912.1,
107288719,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",PROTEIN_CODING,XM_015817362.1,XP_015672848.1
107288719,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",PROTEIN_CODING,XM_015817360.1,XP_015672846.1
107288721,LSMEM2,leucine rich single-pass membrane protein 2,PROTEIN_CODING,XM_015817364.1,XP_015672850.1
107288733,DCTD,dCMP deaminase,PROTEIN_CODING,XM_015817378.1,XP_015672864.1
107288739,LYRM2,LYR motif containing 2,PROTEIN_CODING,XM_015817383.1,XP_015672869.1
107288744,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,PROTEIN_CODING,XM_015817389.1,XP_015672875.1
107288761,LOC107288761,alcohol dehydrogenase 1,PROTEIN_CODING,XM_015817408.1,XP_015672894.1
107288762,LOC107288762,alcohol dehydrogenase 1,PROTEIN_CODING,XM_015817409.1,XP_015672895.1
107288770,DELE1,DAP3 binding cell death enhancer 1,PROTEIN_CODING,XM_015817420.1,XP_015672906.1
107288770,DELE1,DAP3 binding cell death enhancer 1,PROTEIN_CODING,XM_015817419.1,XP_015672905.1
107288790,LOC107288790,acyl-CoA dehydrogenase family member 11-like,PROTEIN_CODING,XM_015817439.2,XP_015672925.2
107288828,SLC17A5,solute carrier family 17 member 5,PROTEIN_CODING,XM_015817479.1,XP_015672965.1
107288828,SLC17A5,solute carrier family 17 member 5,PROTEIN_CODING,XM_015817480.1,XP_015672966.1
107288832,TMEM30A,transmembrane protein 30A,PROTEIN_CODING,XM_015817483.1,XP_015672969.1
107288833,FILIP1,filamin A interacting protein 1,PROTEIN_CODING,XM_015817486.1,XP_015672972.1
107288833,FILIP1,filamin A interacting protein 1,PROTEIN_CODING,XM_015817485.1,XP_015672971.1
107288833,FILIP1,filamin A interacting protein 1,PROTEIN_CODING,XM_015817487.1,XP_015672973.1
107288843,PAX9,paired box 9,PROTEIN_CODING,XM_015817497.1,XP_015672983.1
107288848,LOC107288848,cullin-1,PROTEIN_CODING,XM_015817505.1,XP_015672991.1
107288848,LOC107288848,cullin-1,PROTEIN_CODING,XM_015817504.1,XP_015672990.1
107288853,UTP18,UTP18 small subunit processome component,PROTEIN_CODING,XM_015817512.1,XP_015672998.1
107288862,RAC3,Rac family small GTPase 3,PROTEIN_CODING,XM_015817526.1,XP_015673012.1
107288873,LOC107288873,C-factor,PROTEIN_CODING,XM_015817537.1,XP_015673023.1
107288873,LOC107288873,C-factor,PROTEIN_CODING,XM_015817536.1,XP_015673022.1
107288879,LOC107288879,C-factor,PROTEIN_CODING,XM_029284445.1,XP_029140278.1
107288879,LOC107288879,C-factor,PROTEIN_CODING,XM_015817542.1,XP_015673028.1
107288891,LOC107288891,chemokine like factor,PROTEIN_CODING,XM_015817554.1,XP_015673040.1
107288891,LOC107288891,chemokine like factor,PROTEIN_CODING,XM_015817555.1,XP_015673041.1
107288896,UROS,uroporphyrinogen III synthase,PROTEIN_CODING,XM_015817588.1,XP_015673074.1
107288896,UROS,uroporphyrinogen III synthase,PROTEIN_CODING,XM_015817563.1,XP_015673049.1
107288896,UROS,uroporphyrinogen III synthase,PROTEIN_CODING,XM_015817580.2,XP_015673066.1
107288896,UROS,uroporphyrinogen III synthase,PROTEIN_CODING,XM_015817572.1,XP_015673058.1
107288928,MYLK,myosin light chain kinase,PROTEIN_CODING,XM_015817598.1,XP_015673084.1
107288935,FANK1,fibronectin type III and ankyrin repeat domains 1,PROTEIN_CODING,XM_015817609.2,XP_015673095.1
